No,Nama Lokasi,latitude,longitude,alamat,tipe
1,Taman Impian Jaya Ancol,-6.12897,106.833307,Jl. Lodan Timur No.7,, RT.14/RW.10,, Ancol,, Kec. Pademangan,, Jkt Utara,, Daerah Khusus Ibukota Jakarta 14430,, Indonesia,establishment,, point_of_interest,, tourist_attraction
2,TMII,-6.302039,106.889892,Taman Mini Indonesia Indah,, Jl. Taman Mini Indonesia Indah,, Ceger,, Kec. Cipayung,, Kota Jakarta Timur,, Daerah Khusus Ibukota Jakarta 13820,, Indonesia,amusement_park,, establishment,, museum,, park,, point_of_interest,, tourist_attraction
3,Ragunan,-6.301752,106.820788,Ragunan,, Pasar Minggu,, South Jakarta City,, Jakarta,, Indonesia,administrative_area_level_4,, political
4,Monumen Nasional,-6.175392,106.827153,RT.5/RW.2,, Gambir,, Central Jakarta City,, Jakarta 10110,, Indonesia,establishment,, point_of_interest,, tourist_attraction
5,Museum Nasional,-6.176402,106.82159,Jl. Medan Merdeka Barat No.12,, Gambir,, Kecamatan Gambir,, Kota Jakarta Pusat,, Daerah Khusus Ibukota Jakarta 10110,, Indonesia,establishment,, museum,, point_of_interest,, tourist_attraction
6,Museum Satria Mandala,-6.231829,106.818944,Jl. Gatot Subroto No.14,, RT.6/RW.1,, Kuningan Bar.,, Kec. Mampang Prpt.,, Kota Jakarta Selatan,, Daerah Khusus Ibukota Jakarta 12710,, Indonesia,establishment,, museum,, point_of_interest,, tourist_attraction
7,Museum Sejarah Jakarta,-6.1352,106.8133,Taman Fatahillah No.1,, Pinangsia,, Kec. Taman Sari,, Kota Jakarta Barat,, Daerah Khusus Ibukota Jakarta 11110,, Indonesia,establishment,, museum,, point_of_interest,, tourist_attraction
8,Pelabuhan Sunda Kelapa Jakarta,-6.119402,106.812094,Pelabuhan Sunda Kelapa Jakarta,, Ancol,, Kec. Pademangan,, Jkt Utara,, Daerah Khusus Ibukota Jakarta,, Indonesia,establishment,, point_of_interest,, transit_station
