npsn_isian;nama_isian;Jenjang;alamat_jalan;nama_dusun;desa_kelurahan;kecamatan;kabupaten;provinsi;lintang;bujur;latitude;longitude;nama_google;url;isna
10104038;SMA Negeri 1 Singkil Utara;SM Sederajat;JL. SINGKIL - RIMO KM. 17 GOSONG TELAGA;-;Ketapang Indah;Kec. Singkil Utara;Kab. Aceh Singkil;Prov. Aceh;2.284.712.000.000;97.919.665.000.000;;;;;1
10307169;SDN 04 Cubadak Air;SD Sederajat;Cubadak Air;Pasar;Cubadak Air;Kec. Pariaman Utara;Kota Pariaman;Prov. Sumatera Barat;-0.585907000000;100.119.065.000.000;;;;;1
10307166;SDN 05 Kampung Pondok;SD Sederajat;Kampung Pondok;Kampung Pondok;Kampung Pondok;Kec. Pariaman Tengah;Kota Pariaman;Prov. Sumatera Barat;-0.621847000000;100.118.898.000.000;;;;;1
10212189;SDN 081238;SD Sederajat;Jl Murai Sibolga;AEK MANIS;Aek Manis;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara;1.732.900.000.000;98.793.000.000.000;;;;;1
10212107;SDN 085115;SD Sederajat;Jl. Mh Thamrin No 44;-;Kota Beringin;Kec. Sibolga Kota;Kota Sibolga;Prov. Sumatera Utara;1.742.100.000.000;98.776.300.000.000;;;;;1
10212095;SDN 087981;SD Sederajat;Jl. Jenderal Sudirman;-;Aek Parombunan;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara;1.729.000.000.000;98.804.300.000.000;;;;;1
10307173;SDN 09 Kampung Apa;SD Sederajat;Jl. Puti Lenggogeni;Baruah;Kampung Apar;Kec. Pariaman Selatan;Kota Pariaman;Prov. Sumatera Barat;-0.650103000000;100.167.732.000.000;;;;;1
10102144;SDN 1 JULOK RAYEUK SELATAN;SD Sederajat;Jln. Alue Sagoup Afdeling XI;Emplasmen;Perk Julok Rayeuk Selatan;Kec. Indra Makmur;Kab. Aceh Timur;Prov. Aceh;4.290.500.000.000;97.689.100.000.000;;;;;1
10100910;SDN 1 PEUKAN PIDIE;SD Sederajat;Jl. Sigli - Garot;lampoh lada;Lampoh Lada;Kec. Pidie;Kab. Pidie;Prov. Aceh;5.378.000.000.000;95.949.600.000.000;;;;;1
10303735;SDN 10 VI SUKU;SD Sederajat;Jln Ak Gani No 527 Solok;-;VI SUKU;Kec. Lubuk Sikarah;Kota Solok;Prov. Sumatera Barat;-0.778600000000;100.641.000.000.000;;;;;1
10214788;SDN 101787;SD Sederajat;Jalan Pendidikan Dusun Vii;DUSUN TUJUH;Pematang Johar;Kec. Labuhan Deli;Kab. Deli Serdang;Prov. Sumatera Utara;3.761.800.000.000;98.717.500.000.000;;;;;1
10102052;SDN BANDAR BARU;SD Sederajat;Jln Medan - Banda Aceh;Bandar Baru;Putoh Satu;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;5.100.100.000.000;97.483.400.000.000;;;;;1
10102054;SDN BANTAYAN;SD Sederajat;Dusun Tp Mesjid;Tp. Mesjid;Bantayan;Kec. Simpang Ulim;Kab. Aceh Timur;Prov. Aceh;5.046.300.000.000;97.534.600.000.000;;;;;1
10102055;SDN BANTAYAN;SD Sederajat;Jln. Idi Keude Geureubak;Lam Paseh;Dama Pulo;Kec. Idi Rayeuk;Kab. Aceh Timur;Prov. Aceh;4.896.500.000.000;97.734.200.000.000;;;;;1
10102054;SDN BANTAYAN;SD Sederajat;Dusun Tp Mesjid;Tp. Mesjid;Bantayan;Kec. Simpang Ulim;Kab. Aceh Timur;Prov. Aceh;5.046.300.000.000;97.534.600.000.000;;;;;1
10102055;SDN BANTAYAN;SD Sederajat;Jln. Idi Keude Geureubak;Lam Paseh;Dama Pulo;Kec. Idi Rayeuk;Kab. Aceh Timur;Prov. Aceh;4.896.500.000.000;97.734.200.000.000;;;;;1
10102126;SDN BEURINGEN;SD Sederajat;BEURINGIN;Kuta Trieng;Beuringin;Kec. Peureulak Barat;Kab. Aceh Timur;Prov. Aceh;4.817.600.000.000;97.868.800.000.000;;;;;1
10110389;SDN BLANG SEUNONG;SD Sederajat;JL. BLANG SEUNONG - SUKA DAMAI;BLANG SEUNONG;Blang Seunong;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;5.041.700.000.000;97.631.300.000.000;;;;;1
69787513;SDN BUKET PANYANG;SD Sederajat;Jln. Alue Ie Mirah;dusun pusaka;Buket Panyang;Kec. Julok;Kab. Aceh Timur;Prov. Aceh;4.997.000.000.000;97.613.300.000.000;;;;;1
69753917;SDS GENERASI BANGSA;SD Sederajat;JL. RAWE IV PSR 6 MARTUBUNG;-;Tangkahan;Kec. Medan Labuhan;Kota Medan;Prov. Sumatera Utara;3.683.700.000.000;98.690.400.000.000;;;;;1
10110416;SDS KEBUN PT PPP BLANG SIMPO;SD Sederajat;Kebun PT PPP Blang Simpo;Dusun Cinta Damai;Seuneubok Lapang;Kec. Peureulak Timur;Kab. Aceh Timur;Prov. Aceh;4.788.300.000.000;97.852.000.000.000;;;;;1
10210674;SDS NASRANI I;SD Sederajat;Jl. Kapten Pattimura No.14;-;Petisah Hulu;Kec. Medan Baru;Kota Medan;Prov. Sumatera Utara;3.586.900.000.000;98.638.800.000.000;;;;;1
10257918;SDS WALADUN SHALIH;SD Sederajat;Jl Rawe I Lk XII;-;Tangkahan;Kec. Medan Labuhan;Kota Medan;Prov. Sumatera Utara;3.696.900.000.000;98.698.800.000.000;;;;;1
K9997929;SEJALAN;Kursus;Jalan Medan - B. Aceh Dusun A;-;Meuse;Kec. Kuta Blang;Kab. Bireuen;Prov. Aceh;0.000000000000;0.000000000000;;;;;1
P9997861;SKB KOTA LANGSA;Kesetaraan;JL. PERUMNAS DSN. BUKIT;-;Paya Bujok Seuleumak;Kec. Langsa Baro;Kota Langsa;Prov. Aceh;4.495.625.000.000;97.945.421.000.000;;;;;1
60724588;SLB AR-RAHMAN;SLB;JL. JAWA PERUM BUMI KASAI PERMAI;Kasai;KASANG;Kec. Batang Anai;Kab. Padang Pariaman;Prov. Sumatera Barat;-0.769800000000;100.317.600.000.000;;;;;1
69954207;SLB BLANG JRUEN;SLB;Jln. Rel Kereta Api;Tgk. Dibayu;Blang Jruen;Kec. Tanah Luas;Kab. Aceh Utara;Prov. Aceh;5.064.000.000.000;97.264.300.000.000;;;;;1
70045320;SLB LUBUK NYIUR;SLB;Kampung Balai Lamo Lubuk Nyiur IV Koto Mudiek;Balai Lamo;IV KOTO MUDIEK;Kec. Batang Kapas;Kab. Pesisir Selatan;Prov. Sumatera Barat;-1.428.200.000.000;100.630.900.000.000;;;;;1
10220810;SD SWASTA ISLAM AL-HUDA;SD Sederajat;Jl. Marelan V No. 21A Medan;Rengas Pulau;Rengas Pulau;Kec. Medan Marelan;Kota Medan;Prov. Sumatera Utara;3.680.700.000.000;98.653.500.000.000;;;;;1
70050636;SD SWASTA ISLAM TERPADU IBNU HASAN;SD Sederajat;Dusun Melur Lr. II;Melur Lorong II;Benua Raja;Kec. Rantau;Kab. Aceh Tamiang;Prov. Aceh;4.286.000.000.000;98.078.900.000.000;;;;;1
10215195;SD Swasta PAB 29;SD Sederajat;Jalan Veteran Pasar X;VII;Manunggal;Kec. Labuhan Deli;Kab. Deli Serdang;Prov. Sumatera Utara;3.674.200.000.000;98.655.500.000.000;;;;;1
10258814;SD SWASTA PELITA KASIH;SD Sederajat;Jl. Platina No. 51;-;Titi Papan;Kec. Medan Deli;Kota Medan;Prov. Sumatera Utara;3.687.900.000.000;98.666.600.000.000;;;;;1
70051254;SD SWASTA UNGGUL MUHAMMADIYAH RANTAU;SD Sederajat;DUSUN JAWA ;Dusun Jawa;Rantau Pauh;Kec. Rantau;Kab. Aceh Tamiang;Prov. Aceh;4.323.900.000.000;98.098.400.000.000;;;;;1
69979976;SDIT ANAK SHALIH;SD Sederajat;Jl. Teratai Putih;BLANG RAYEUK;Uteun Bayi;Kec. Banda Sakti;Kota Lhokseumawe;Prov. Aceh;5.195.542.000.000;97.133.846.000.000;;;;;1
10304017;SDIT Nurul Ikhlas;SD Sederajat;Jl. Pinang Sori No. 15;-;Air Tawar Timur;Kec. Padang Utara;Kota Padang;Prov. Sumatera Barat;-0.895900000000;100.354.700.000.000;;;;;1
70033564;SDIT Sultan Andirja;SD Sederajat;JL CEMPAKA KOMPLEK CEMPAKA MADANI BLOK G NO 28-30;-;Tanjung Gusta;Kec. Medan Helvetia;Kota Medan;Prov. Sumatera Utara;0.000000000000;0.000000000000;;;;;1
10259394;SD SWASTA BINA SATRIA MULIA;SD Sederajat;Jl. Alumunium I No. 10;Tanjung Mulia;Tanjung Mulia;Kec. Medan Deli;Kota Medan;Prov. Sumatera Utara;3.639.600.000.000;98.674.200.000.000;;;;;1
69767581;SD SWASTA IT MADANI LHOKSUKON;SD Sederajat;GAMPONG GEULINGGANG ;Ujong Gampong;Meunasah Geulinggang;Kec. Lhoksukon;Kab. Aceh Utara;Prov. Aceh;5.042.700.000.000;97.313.200.000.000;;;;;1
69964734;SD SWASTA PUTRA LANGKAT;SD Sederajat;JL.KRAMAT JAYA DUSUN II;DUSUN II KRAMAT JAYA;Lama;Kec. Sei Lepan;Kab. Langkat;Prov. Sumatera Utara;3.949.500.000.000;98.270.700.000.000;;;;;1
10303029;SDN 01 Malancan;SD Sederajat;Madobag;Rokdog;Madobak Ugai;Kec. Siberut Selatan;Kab. Kepulauan Mentawai;Prov. Sumatera Barat;-1.616.000.000.000;99.114.900.000.000;;;;;1
10303753;SDN 01 Tanjung Paku;SD Sederajat;Jln.veteran Kota Solok;-;Tanjung Paku;Kec. Tanjung Harapan;Kota Solok;Prov. Sumatera Barat;-0.785800000000;100.659.900.000.000;;;;;1
10303640;SDN 05 Padang Panjang Barat;SD Sederajat;Jln. Prof. Dr. Hamka No.16;Pasar Usang;Pasar Usang;Kec. Padang Panjang Barat;Kota Padang Panjang;Prov. Sumatera Barat;-0.458700000000;100.397.600.000.000;;;;;1
10303749;SDN 07 KAMPUNG JAWA;SD Sederajat;Jl. Yos Sudarso;KAMPUNG JAWA;Kampung Jawa;Kec. Tanjung Harapan;Kota Solok;Prov. Sumatera Barat;-0.783100000000;100.650.900.000.000;;;;;1
70039562;SDN 08 SAGULUBBEG;SD Sederajat;Dusun Mangorut Desa Madobag Kecamatatan Siberut Selatan;-;Madobak Ugai;Kec. Siberut Selatan;Kab. Kepulauan Mentawai;Prov. Sumatera Barat;-1.559.246.000.000;99.034.944.000.000;;;;;1
10212171;SDN 084085;SD Sederajat;Jalan Sisingamangaraja No. 49;Pancuran Gerobak;PANCURAN GEROBAK;Kec. Sibolga Kota;Kota Sibolga;Prov. Sumatera Utara;1.739.200.000.000;98.784.900.000.000;;;;;1
10212174;SDN 084088;SD Sederajat;Jl.Mawar No.56 Sibolga;Ketapang;Sibolga Ilir;Kec. Sibolga Utara;Kota Sibolga;Prov. Sumatera Utara;1.745.900.000.000;98.770.400.000.000;;;;;1
69787514;SDN TRANSMIGRASI SP VI;SD Sederajat;Dusun Transmigrasi SP VI;Transmigrasi SP VI;Arul Pinang;Kec. Peunaron;Kab. Aceh Timur;Prov. Aceh;4.633.200.000.000;97.618.000.000.000;;;;;1
10101753;SDN ULEE TANOH;SD Sederajat;Ulee Tanoh;PEUTUA ABBAS;Ulee Tanoh;Kec. Julok;Kab. Aceh Timur;Prov. Aceh;5.042.600.000.000;97.634.300.000.000;;;;;1
10210640;SDS HPAUDP BERSUBSIDI BELAWAN;SD Sederajat;Jl. Kampar No. 3;Medan Belawan;Belawan I;Kec. Medan Kota Belawan;Kota Medan;Prov. Sumatera Utara;3.783.800.000.000;98.683.800.000.000;;;;;1
10108072;SDS ISLAM MUTIARA;SD Sederajat;Jl Banda Aceh-Medan. Kecamatan Mutiara. Kabupaten Pidie. Provinsi Aceh;Yaman;Baroh Barat Yaman;Kec. Mutiara;Kab. Pidie;Prov. Aceh;5.281.800.000.000;95.977.800.000.000;;;;;1
10210669;SDS ISLAM TELADAN;SD Sederajat;Jl. Raya Menteng;BINJAI;BINJAI;Kec. Medan Denai;Kota Medan;Prov. Sumatera Utara;3.591.500.000.000;98.628.400.000.000;;;;;1
10220732;SDS KATOLIK MARIANA MEDAN;SD Sederajat;Jl. Kapten Muslim;DWIKORA;Dwi Kora;Kec. Medan Helvetia;Kota Medan;Prov. Sumatera Utara;3.599.500.000.000;98.645.300.000.000;;;;;1
10310324;SLB AUTIS YAYASAN MITRA ANANDA;SLB;Jl.jhoni Anwar No.27 C;Kampung Lapai;Kampung Lapai Baru;Kec. Nanggalo;Kota Padang;Prov. Sumatera Barat;-0.921800000000;100.351.500.000.000;;;;;1
69968408;SLB Negeri Al-Fansury;SLB;Jl. Syech Hamzah Fansury;Pulo Sarok;PULO SAROK;Kec. Singkil;Kab. Aceh Singkil;Prov. Aceh;2.277.700.000.000;97.810.800.000.000;;;;;1
69932555;SLB NEGERI ANEUK NANGGROE;SLB;Jl. Merdeka Timur, Lr. H. Ibrahim Agung;uteunkot;Uteun Kot;Kec. Muara Dua;Kota Lhokseumawe;Prov. Aceh;5.167.800.000.000;97.132.400.000.000;;;;;1
10103019;SDN Tuhi  Jongkat;SD Sederajat;Alas Mesikhat;Tuhi Jongkat;Alas Mesikhat;Kec. Babul Rahmat;Kab. Aceh Tenggara;Prov. Aceh;3.116.400.000.000;97.885.100.000.000;;;;;1
10307723;SDN14 Andaleh;SD Sederajat;Andaleh;Andaleh;TIGO BALAI;Kec. Matur;Kab. Agam;Prov. Sumatera Barat;-0.263800000000;100.283.400.000.000;;;;;1
70008599;SDS GENPITA CERIA;SD Sederajat;JL SALMON IX BLOK 1 NO 1;Tangkahan;Martubung;Kec. Medan Labuhan;Kota Medan;Prov. Sumatera Utara;0.000000000000;0.000000000000;;;;;1
10210643;SDS HARVARD;SD Sederajat;Jl. Tuar Indah Blok XI No. 131;BESAR;B E S A R;Kec. Medan Labuhan;Kota Medan;Prov. Sumatera Utara;3.750.700.000.000;98.671.500.000.000;;;;;1
10220730;SDS HASANUDDIN MEDAN;SD Sederajat;Jl. Amal Luhur No. 54 Medan;-;Dwi Kora;Kec. Medan Helvetia;Kota Medan;Prov. Sumatera Utara;3.598.200.000.000;98.640.800.000.000;;;;;1
10220757;SDS KATOLIK ST IGNATIUS;SD Sederajat;Jl. Binjai Km 8,5 Pasar V. Gg. Makmur;-;CINTA DAMAI;Kec. Medan Helvetia;Kota Medan;Prov. Sumatera Utara;3.602.191.000.000;98.639.347.000.000;;;;;1
10100351;SDS MUHAMMADYAH;SD Sederajat;Desa Mns. Balek;dayah kleng;Meunasah Balek;Kec. Meureudu;Kab. Pidie Jaya;Prov. Aceh;5.251.308.000.000;96.240.320.000.000;;;;;1
10215204;SDS Pangeran Antasari Helvetia;SD Sederajat;Jalan Veteran No 1060/19;VI;Helvetia;Kec. Labuhan Deli;Kab. Deli Serdang;Prov. Sumatera Utara;3.630.100.000.000;98.660.600.000.000;;;;;1
10300286;SMA Negeri 1 Tanjung Raya;SM Sederajat;JL. TELAGA BIRU;Jorong Pasaa Maninjau;MANINJAU;Kec. Tanjung Raya;Kab. Agam;Prov. Sumatera Barat;-0.298100000000;100.224.400.000.000;;;;;1
10104527;SMA NEGERI 1 TERANGUN;SM Sederajat;JALAN NANGA NOMOR 1;Reje Pudung;Reje Pudung;Kec. Terangun;Kab. Gayo Lues;Prov. Aceh;4.076.400.000.000;97.077.000.000.000;;;;;1
69888818;SMA Negeri 2 Kec. Pangkalan Koto Baru;SM Sederajat;Nagari Tanjuang Pauah Kec. Pangkalan Koto Baru;Jorong Pasar Buyuh;Tanjuang Pauah;Kec. Pangkalan Koto Baru;Kab. Lima Puluh Kota;Prov. Sumatera Barat;0.059700000000;100.601.900.000.000;;;;;1
69833370;SMA NEGERI 2 MADAT;SM Sederajat;Jl.Lueng Sa No.2 Km.4 Kec. Madat Kab. Aceh Timur;Ulee Paya;Blang Awe;Kec. Madat;Kab. Aceh Timur;Prov. Aceh;5.141.000.000.000;97.474.600.000.000;;;;;1
10308260;SMA Negeri 2 Ranah Pesisir;SM Sederajat;Jalan. Pinang Balirik;PADANG SIRIH. SUNGAI TUNU;Sungai Tunu;Kec. Ranah Pesisir;Kab. Pesisir Selatan;Prov. Sumatera Barat;-1.846.500.000.000;100.836.200.000.000;;;;;1
69963029;SMA NEGERI 2 SAWANG;SM Sederajat;Jln. Gampong Teungoh-KKA;Babah Buloh;Babah Buloh;Kec. Sawang;Kab. Aceh Utara;Prov. Aceh;5.201.556.000.000;96.932.235.000.000;;;;;1
10112849;SMA NEGERI 2 SERUWAY;SM Sederajat;JL. PURWODADI;Purwodadi;Sei Kuruk Ii;Kec. Seruway;Kab. Aceh Tamiang;Prov. Aceh;4.353.200.000.000;98.212.100.000.000;;;;;1
10100553;SMA NEGERI 2 SIGLI;SM Sederajat;JL. LINGKAR KEUNIREE;-;Keuniree;Kec. Pidie;Kab. Pidie;Prov. Aceh;5.375.100.000.000;95.950.000.000.000;;;;;1
10110902;SMA NEGERI 2 SIMEULUE TENGAH;SM Sederajat;JL. TGK. DIUJUNG;Abadi;Dihit;Kec. Simeulue Tengah;Kab. Simeulue;Prov. Aceh;2.561.500.000.000;96.142.100.000.000;;;;;1
10102080;SDN GRONG-GRONG;SD Sederajat;Jalan Pendidikan ;Dusun Tumpok Teungoh;Grong Grong;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;5.068.900.000.000;97.537.000.000.000;;;;;1
10101803;SDN KEUDE DUA;SD Sederajat;Jln. Alue Jangat;-;Keude Dua;Kec. Darul Ihsan;Kab. Aceh Timur;Prov. Aceh;4.615.000.000.000;97.636.800.000.000;;;;;1
10110599;SDN MADAT;SD Sederajat;Jl Madat Paya Naden;ALI TAWIL;Madat;Kec. Madat;Kab. Aceh Timur;Prov. Aceh;5.106.100.000.000;97.509.800.000.000;;;;;1
69755582;SDN MATANG KRUET;SD Sederajat;Lr. Kuya Ibrahim;Kuya Ibrahim;Matang Kruet;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;5.100.900.000.000;97.615.900.000.000;;;;;1
10207014;SDn No. 100723 Aek Ngadol;SD Sederajat;Aek Ngadol;-;AEK NGADOL NAULI;Kec. Batang Toru;Kab. Tapanuli Selatan;Prov. Sumatera Utara;1.504.900.000.000;99.004.300.000.000;;;;;1
10258384;SDN No.101303 Batu Godang;SD Sederajat;Batu Godang;Batu Godang;Batu Godang;Kec. Angkola Sangkunur;Kab. Tapanuli Selatan;Prov. Sumatera Utara;1.458.800.000.000;99.142.400.000.000;;;;;1
10102119;SDN PANTE BAYAM;SD Sederajat;Jl Tanjung Minjei Mns Asan Km 10;Cinta Mulia;Pante Bayam;Kec. Madat;Kab. Aceh Timur;Prov. Aceh;5.172.800.000.000;97.500.700.000.000;;;;;1
10101807;SDN PANTEE RAMBONG;SD Sederajat;Jl. Teupin Bate Blang Seunong;TUALANG;Pante Rambong;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;4.997.500.000.000;97.518.100.000.000;;;;;1
10302968;SDN 13 CIMPUNGAN;SD Sederajat;Dusun Tinambu;Tinambu;Cimpungan;Kec. Siberut Tengah;Kab. Kepulauan Mentawai;Prov. Sumatera Barat;-1.242.800.000.000;99.001.000.000.000;;;;;1
10304573;SDN 14 TABING BANDA GADANG;SD Sederajat;Jln Permata II Komplek Bayamas;Tabing Banda Gadang;Tabing Banda Gadang;Kec. Nanggalo;Kota Padang;Prov. Sumatera Barat;-0.911700000000;100.370.200.000.000;;;;;1
10303579;SDN 15 Padang Panjang Barat;SD Sederajat;Jln. Rasuna Said NO 48;-;Kampung Manggis;Kec. Padang Panjang Barat;Kota Padang Panjang;Prov. Sumatera Barat;-0.466300000000;100.390.800.000.000;;;;;1
10206220;SDN 173153 sibalanga;SD Sederajat;Sibalanga;SIBALANGA;SIBALANGA;Kec. Adian Koting;Kab. Tapanuli Utara;Prov. Sumatera Utara;1.961.700.000.000;98.805.700.000.000;;;;;1
10100825;SDN 2 JANGKA BUYA;SD Sederajat;Jln. Ulim- Jangka Buya Desa Jurong Teungoh;-;Jurong Teungoh;Kec. Jangka Buya;Kab. Pidie Jaya;Prov. Aceh;5.242.100.000.000;96.248.200.000.000;;;;;1
10103263;SDN 2 Kuning;SD Sederajat;Desa Kuning;ALWUSTA;KUNING;Kec. Bambel;Kab. Aceh Tenggara;Prov. Aceh;3.441.400.000.000;97.863.900.000.000;;;;;1
10100945;SDN 2 PEUKAN PIDIE;SD Sederajat;Jalan Rawa - Gampong Baro, Desa Rawa Gampong Kec. Pidie Kab. Pidie;RAWA;Rawa;Kec. Pidie;Kab. Pidie;Prov. Aceh;5.393.300.000.000;95.943.900.000.000;;;;;1
10100930;SDN 3 MEUREUDU;SD Sederajat;Jl.Iskandar Muda;Kota Meureudu;Kota Meureudu;Kec. Meureudu;Kab. Pidie Jaya;Prov. Aceh;5.252.300.000.000;96.250.000.000.000;;;;;1
10303643;SDN 3 Padang Panjang Timur;SD Sederajat;Jln. Abu Hanifah No. 07;-;Guguk Malintang;Kec. Padang Panjang Timur;Kota Padang Panjang;Prov. Sumatera Barat;-0.461800000000;100.403.400.000.000;;;;;1
10103048;SLB NEGERI 1 ACEH TENGGARA;SLB;Simpang Empat;Kute Lame;Simpang Empat;Kec. Lawe Bulan;Kab. Aceh Tenggara;Prov. Aceh;3.635.600.000.000;97.708.200.000.000;;;;;1
10303644;SLBN 1 Padang Panjang;SLB;Jln. M Nazir Dt. Pamuncak no 13;SILAING BAWAH;Silaing Bawah;Kec. Padang Panjang Barat;Kota Padang Panjang;Prov. Sumatera Barat;-0.470300000000;100.374.900.000.000;;;;;1
69857708;SMA ISLAM DARUL MUTA ALLIMIN;SM Sederajat;Jln. Banda Aceh Medan KM. 313;Blang Calok;Matang Panyang;Kec. Baktiya Barat;Kab. Aceh Utara;Prov. Aceh;5.098.900.000.000;97.351.800.000.000;;;;;1
70012731;SMA IT AL ULUM SINGKOHOR;SM Sederajat;Jl. Melati;-;Mukti Jaya;Kec. Singkohor;Kab. Aceh Singkil;Prov. Aceh;0.000000000000;0.000000000000;;;;;1
10308631;SMA Muhammadiyah Salareh Aia;SM Sederajat;Jln. Kampung Tangah nagari salareh aia;KAMPUNG TANGAH;SALAREH AIA;Kec. Palembayan;Kab. Agam;Prov. Sumatera Barat;-0.134900000000;100.114.300.000.000;;;;;1
10101177;SMA NEGERI 1 BAKTIYA;SM Sederajat;JL. ALUE ANOE-ALUE IE PUTEH;Dusun Aji Saki;Cot Kumbang;Kec. Baktiya;Kab. Aceh Utara;Prov. Aceh;5.136.200.000.000;97.407.100.000.000;;;;;1
10108058;SMA NEGERI 1 DARUL MAKMUR;SM Sederajat;JL. NASIONAL KUTA TRIENG;-;Kuta Trieng;Kec. Darul Makmur;Kab. Nagan Raya;Prov. Aceh;3.986.600.000.000;96.497.000.000.000;;;;;1
10110559;SMA NEGERI 1 INDRA MAKMU;SM Sederajat;JL. PTPN 1 AFD 1 JRU;DUSUN UTAMA;Perk Julok Rayeuk Utara;Kec. Indra Makmur;Kab. Aceh Timur;Prov. Aceh;4.906.700.000.000;97.587.600.000.000;;;;;1
10303006;SDN 06 MADOBAG;SD Sederajat;Sotboyak;SOTBOYAK;Sotboyak;Kec. Siberut Utara;Kab. Kepulauan Mentawai;Prov. Sumatera Barat;-1.200.300.000.000;98.939.400.000.000;;;;;1
10307163;SDN 08 Apar;SD Sederajat;Jln. Siti Manggopoh;APAR;Apar;Kec. Pariaman Utara;Kota Pariaman;Prov. Sumatera Barat;-0.595968000000;100.111.005.000.000;;;;;1
10307158;SDN 08 Kampung Jawa I;SD Sederajat;Jln Pahlawan no 47 Kp. Jawa I Kecamatan Pariaman Tengah;Kampung Jawa I;Kampung Jawa I;Kec. Pariaman Tengah;Kota Pariaman;Prov. Sumatera Barat;-0.623633000000;100.123.439.000.000;;;;;1
10212186;SDN 081235;SD Sederajat;Jl. Ketapang No. 130;-;Sibolga Ilir;Kec. Sibolga Utara;Kota Sibolga;Prov. Sumatera Utara;1.749.238.000.000;98.770.661.000.000;;;;;1
10212177;SDN 084080;SD Sederajat;Jl. M.s. Sianturi;Aek Habil;Aek Habil;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara;1.718.900.000.000;98.799.200.000.000;;;;;1
10212169;SDN 084083;SD Sederajat;Jl Eben Ezer Sigalingging;Aek Parombunan;Aek Parombunan;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara;1.732.844.000.000;98.800.666.000.000;;;;;1
10212170;SDN 084084;SD Sederajat;Jl. Santeong;-;PANCURAN GEROBAK;Kec. Sibolga Kota;Kota Sibolga;Prov. Sumatera Utara;1.739.740.000.000;98.785.031.000.000;;;;;1
10212105;SDN 084095;SD Sederajat;Jalan Gereja Sibolga;ANGIN NAULI;ANGIN NAULI;Kec. Sibolga Utara;Kota Sibolga;Prov. Sumatera Utara;1.749.900.000.000;98.785.900.000.000;;;;;1
10212094;SDN 087695;SD Sederajat;Jl. Sisingamangaraja Gg. Aek Horsik;-;AEK MANIS;Kec. Sibolga Selatan;Kota Sibolga;Prov. Sumatera Utara;1.727.000.000.000;98.801.300.000.000;;;;;1
10101966;SDN 1 ALUE IE MIRAH;SD Sederajat;Alue Ie Mirah;Akoja;Alue Ie Mirah;Kec. Indra Makmur;Kab. Aceh Timur;Prov. Aceh;4.915.400.000.000;97.592.300.000.000;;;;;1
10302219;SDN 09 Labuhan Tanjak;SD Sederajat;LABUHAN TANJAK;Labuhan Tanjak;AIR HAJI BARAT;Kec. Linggo Saribaganti;Kab. Pesisir Selatan;Prov. Sumatera Barat;-1.929.600.000.000;100.881.500.000.000;;;;;1
10102071;SDN 1 ALUE TEH;SD Sederajat;Alue Teh;Keluarga;Alue Teh;Kec. Birem Bayeun;Kab. Aceh Timur;Prov. Aceh;4.504.900.000.000;97.887.900.000.000;;;;;1
10101987;SDN 1 JULOK RAYEUK UTARA;SD Sederajat;Dusun Afdeling I Julok Rayeuk Utara;Utama AFD 1;Perk Julok Rayeuk Utara;Kec. Indra Makmur;Kab. Aceh Timur;Prov. Aceh;4.906.000.000.000;97.584.700.000.000;;;;;1
10110374;SDN 1 PANTON RAYEUK T;SD Sederajat;Jln.Keude Geureubak- CV8;Buket. Mamplam;Panton Rayeuk T;Kec. Banda Alam;Kab. Aceh Timur;Prov. Aceh;4.890.400.000.000;97.664.700.000.000;;;;;1
10101738;SDN 1 PEUNARON;SD Sederajat;Jl. Peureulak-Lokop KM.41;Simpang Tiga;Peunaron Baru;Kec. Peunaron;Kab. Aceh Timur;Prov. Aceh;4.666.200.000.000;97.563.400.000.000;;;;;1
10102238;SDN 10 Bintang;SD Sederajat;Jalan Bintang - Serule;Jamur Konyel;Jamur Konyel;Kec. Bintang;Kab. Aceh Tengah;Prov. Aceh;4.529.050.000.000;97.090.161.700.000;;;;;1
10200764;SDN 101751 Klambir lima;SD Sederajat;Pasar I Umum Klambir Lima Kebun;Dusun XIII Emplasmen;Klambir Lima Kebon;Kec. Hamparan Perak;Kab. Deli Serdang;Prov. Sumatera Utara;3.632.100.000.000;98.594.100.000.000;;;;;1
10217302;SDN 106792 DESA LAMA;SD Sederajat;DUSUN VIII PASAR XIII DESA LAMA;DUSUN VIII;Kampung Lama;Kec. Hamparan Perak;Kab. Deli Serdang;Prov. Sumatera Utara;3.739.300.000.000;98.559.600.000.000;;;;;1
70003123;SMA IT NUUR AR RADHIYYAH;SM Sederajat;Jl. Pangkalan Brandan Km. 63 Dusun Harapan;DUSUN HARAPAN;Pematang Tengah;Kec. Tanjung Pura;Kab. Langkat;Prov. Sumatera Utara;3.910.800.000.000;98.407.700.000.000;;;;;1
