npsn_isian;nama_isian;Jenjang;alamat_jalan;nama_dusun;desa_kelurahan;kecamatan;kabupaten;provinsi;lintang;bujur;latitude;longitude;nama_google;url;isna
69775026;AL0RIFDA;PAUD Sederajat;PERUMNAS BRANDAN PERMAI, TANGKAHAN DURIAN;-;Tangkahan Durian;Kec. Berandan Barat;Kab. Langkat;Prov. Sumatera Utara;0.000000000000;0.000000000000;;;;;2
69790018;IKRA;PAUD Sederajat;BATANG DURIAN NO 1;-;PEKAN TANJUNG PURA;Kec. Tanjung Pura;Kab. Langkat;Prov. Sumatera Utara;-5.443.757.000.000;114.421.127.000.000;;;;;2
69920042;KB AISYIYAH RAUDHATUL ATHFAL;PAUD Sederajat;Jl. Teungku Umar;Teuku Umar;Lancang Garam;Kec. Banda Sakti;Kota Lhokseumawe;Prov. Aceh;5.183.700.000.000;97.148.800.000.000;-6.2240113;107.0234646;Taman Kanak-Kanak Raudatul Athfal;https://www.google.com/maps/place/Taman+Kanak-Kanak+Raudatul+Athfal/@-6.2240113,107.0234646,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698eb972a66a29:0x99f9cb1f42d22eb0!8m2!3d-6.2240113!4d107.0260395!16s%2Fg%2F121xk3mb?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69812435;KB AL HAKIM;PAUD Sederajat;BUKET DINDENG;-;Buket Dindeng;Kec. Julok;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;-0.6050907;100.1958929;Kb Al-Hakim;https://www.google.com/maps/place/Kb+Al-Hakim/@-0.6050907,100.1958929,17z/data=!3m1!4b1!4m6!3m5!1s0x2fd4e1c3ceaa848d:0x8b61d6797db03e47!8m2!3d-0.6050907!4d100.1958929!16s%2Fg%2F11j2dpg391?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69932645;KB AL-BARRU;PAUD Sederajat;Gampong Lhok Merbo Kecamatan Sawang Kabupaten Aceh Utara;Lhok Merbo;Lhok Meureubo;Kec. Sawang;Kab. Aceh Utara;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69992786;KB AL-HIJRAH;PAUD Sederajat;Gampong Lhok Reudeup Kecamatan Tanah Jambo Aye Kabupaten Aceh Utara;-;Lhok Reudeup;Kec. Tanah Jambo Aye;Kab. Aceh Utara;Prov. Aceh;5.081.100.000.000;97.459.900.000.000;-6.8722472;107.5228572;RA dan MI Nur Al - Hijrah;https://www.google.com/maps/place/RA+dan+MI+Nur+Al+-+Hijrah/@-6.8722472,107.5228572,17z/data=!3m1!4b1!4m6!3m5!1s0x2e68e4f573220459:0x2671e66262358aa5!8m2!3d-6.8722525!4d107.5254321!16s%2Fg%2F11b6dp6095?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69916949;KB AL-MUSDAR MEURAKSA;PAUD Sederajat;Jl. Punteuet - Meuraksa;selamat;Jambo Timu;Kec. Blang Mangat;Kota Lhokseumawe;Prov. Aceh;5.140.200.000.000;97.167.200.000.000;5.1395508;97.1669859;KB AL-MUSDAR MEURAKSA;https://www.google.com/maps/place/KB+AL-MUSDAR+MEURAKSA/@5.1395508,97.1669859,17z/data=!3m1!4b1!4m6!3m5!1s0x3047831ef12e47db:0x6e142d8bd4f6ee6f!8m2!3d5.1395508!4d97.1669859!16s%2Fg%2F11y1wq7k03?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69967119;KB AR-RIDHA;PAUD Sederajat;Gampong Cot Ara Kecamatan Baktiya Kabupaten Aceh Utara;Cot Ara;Cot Ara;Kec. Baktiya;Kab. Aceh Utara;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69781743;AL0IKHLAS;PAUD Sederajat;DUSUN II, PAYA BENGKUANG;Dusun II;Paya Bengkuang;Kec. Gebang;Kab. Langkat;Prov. Sumatera Utara;3.911.000.000.000;98.391.600.000.000;3.9757848;98.2723021;Mesjid Al-ikhlas;https://www.google.com/maps/place/Mesjid+Al-ikhlas/@3.9757848,98.2723021,17z/data=!3m1!4b1!4m6!3m5!1s0x30373cf093eea905:0xb0c4283f98db1984!8m2!3d3.9757848!4d98.2723021!16s%2Fg%2F11c329pjf9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69776246;CERIA;PAUD Sederajat;JL. MUSYAWARAH, DUSUN III, TANJUNG MULIA;DUSUN III TANJUNG MULIA;TANJUNG MULIA;Kec. Hinai;Kab. Langkat;Prov. Sumatera Utara;-5.443.757.000.000;114.421.127.000.000;3.5266917;98.348156;PAUD Rumah Ceria;https://www.google.com/maps/place/PAUD+Rumah+Ceria/@3.5266917,98.348156,17z/data=!3m1!4b1!4m6!3m5!1s0x3030db79d7d339ab:0xab1acf57e09f92!8m2!3d3.5266917!4d98.348156!16s%2Fg%2F11gh_npy3f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69778695;HARSIPA;PAUD Sederajat;JL. MESJID DUSUN II, PULAU KAMPAI;DUSUN DUA;Pulau Kampai;Kec. Pangkalan Susu;Kab. Langkat;Prov. Sumatera Utara;0.000000000000;0.000000000000;4.1908871;98.2424506;Sekolah Paud harsipa;https://www.google.com/maps/place/Sekolah+Paud+harsipa/@4.1908871,98.2424506,17z/data=!3m1!4b1!4m6!3m5!1s0x30370ff714c4f64f:0x9401e49e07ba6a02!8m2!3d4.1908871!4d98.2424506!16s%2Fg%2F11kx3hnjkn?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69916927;KB Ainul Husna;PAUD Sederajat;Jl. Prof M. Yamin SH No. 86;Pasar Usang;Pasar Usang;Kec. Padang Panjang Barat;Kota Padang Panjang;Prov. Sumatera Barat;-0.463322000000;100.397.437.700.000;-0.4633888;100.3974485;PAUD AINUL HUSNA;https://www.google.com/maps/place/PAUD+AINUL+HUSNA/@-0.4633888,100.3974485,17z/data=!3m1!4b1!4m6!3m5!1s0x2fd5257627040147:0xed576362fe4d00!8m2!3d-0.4633888!4d100.3974485!16s%2Fg%2F11fmsg4981?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69798169;KB AL-AMIN;PAUD Sederajat;Jalan Irigasi Gampong Kayee Panyang Kecamatan Syamtalira Bayu;Baroh;Kayee Panyang;Kec. Syamtalira Bayu;Kab. Aceh Utara;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69828488;KB AL-HAFIIZH;PAUD Sederajat;Jln. Serang Jaya Desa Suka Rakyat Kec. Rantau Kab. Aceh Tamiang Kode Pos 24474;Dusun Cinta Murni;Suka Rakyat;Kec. Rantau;Kab. Aceh Tamiang;Prov. Aceh;4.310.800.000.000;98.135.700.000.000;;;;;2
69946980;KB AL-HASANUR;PAUD Sederajat;Gampong Matang Peusangan Kecamatan Matangkuli Kabupaten Aceh Utara;-;Matang Peusangan;Kec. Matangkuli;Kab. Aceh Utara;Prov. Aceh;5.004.989.800.000;97.260.273.100.000;;;;;2
70028312;KB AL-LATHIF;PAUD Sederajat;Kampong Sibuasan, Rundeng;MAJU JAYA;Sibuasan;Kec. Rundeng;Kota Subulussalam;Prov. Aceh;0.000000000000;0.000000000000;2.6634785;98.0027499;PAUD TK ISLAM AL-KHALIFAH;https://www.google.com/maps/place/PAUD+TK+ISLAM+AL-KHALIFAH/@2.6634785,98.0027499,17z/data=!3m1!4b1!4m6!3m5!1s0x303011c2a9ce0791:0x25079ef681a0e8e6!8m2!3d2.6634785!4d98.0027499!16s%2Fg%2F11nwc7344b?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70004562;KB An Nuur;PAUD Sederajat;Jl. Blangkejeren - Kutacane;-;Palok;Kec. Blangkejeren;Kab. Gayo Lues;Prov. Aceh;0.000000000000;0.000000000000;3.9963775;97.3489562;KB AL-AMIN BABURRIDHO;https://www.google.com/maps/place/KB+AL-AMIN+BABURRIDHO/@3.9963775,97.3489562,17z/data=!3m1!4b1!4m6!3m5!1s0x303997c1e664764f:0x3b5d45c1fe0404ff!8m2!3d3.9963775!4d97.3489562!16s%2Fg%2F11shx23q10?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69784256;AL0FIRDAUS;PAUD Sederajat;SEMORONDONG;SEMORONDONO;ALUR GADUNG;Kec. Sawit Seberang;Kab. Langkat;Prov. Sumatera Utara;0.000000000000;0.000000000000;3.6851868;98.451415;Masjid Al Firdaus;https://www.google.com/maps/place/Masjid+Al+Firdaus/@3.6851868,98.451415,17z/data=!3m1!4b1!4m6!3m5!1s0x3030d5003334f089:0x903ef908c31308ed!8m2!3d3.6851868!4d98.451415!16s%2Fg%2F11w24j1ycs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
K9980939;GIRLY MODE;Kursus;Jl.Stella Raya Komplek Setia Budi Makmur I No.07;-;Simpang Selayang;Kec. Medan Tuntungan;Kota Medan;Prov. Sumatera Utara;0.000000000000;0.000000000000;;;;;2
69851987;KB Aku Pintar;PAUD Sederajat;SUBARANG AIA 2 KOTO ALAM;SUBARANG AIA;SALAREH AIA;Kec. Palembayan;Kab. Agam;Prov. Sumatera Barat;-0.127500000000;100.083.900.000.000;-0.3141796;100.0342274;DPMPTSP Kab. Agam;https://www.google.com/maps/place/DPMPTSP+Kab.+Agam/@-0.3141796,100.0342274,17z/data=!3m1!4b1!4m6!3m5!1s0x2fd50d7a167ac1a7:0xb9ec2c79c573f227!8m2!3d-0.3141796!4d100.0342274!16s%2Fg%2F11fj80b1ss?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70052245;KB AL-AQIB;PAUD Sederajat;Dusun Bevak, Gampong Sido Muliyo Kec. Kuta Makmur Kab. Aceh Utara;-;Sido Mulyo;Kec. Kuta Makmur;Kab. Aceh Utara;Prov. Aceh;5.053.598.900.000;97.008.249.900.000;;;;;2
69909884;KB AL-FATIH;PAUD Sederajat;Gampong Ampeh Kecamatan Tanah Luas Kabupaten Aceh Utara;Keujruen Muda;Ampeh;Kec. Tanah Luas;Kab. Aceh Utara;Prov. Aceh;5.066.400.000.000;97.257.700.000.000;;;;;2
70029958;KB AL-MAJID;PAUD Sederajat;Kampong Lae Mate, Rundeng;-;Lae Mate;Kec. Rundeng;Kota Subulussalam;Prov. Aceh;0.000000000000;0.000000000000;2.716301;97.978806;Paud KB Al-iqra';https://www.google.com/maps/place/Paud+KB+Al-iqra'/@2.716301,97.978806,17z/data=!3m1!4b1!4m6!3m5!1s0x303013028a13728f:0x6485a327577a3ae8!8m2!3d2.716301!4d97.978806!16s%2Fg%2F11y20mxph7?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69966622;KB AL-QURAN;PAUD Sederajat;Gampong Sido Mulyo Kecamatan Kuta Makmur Kabupaten Aceh Utara;-;Sido Mulyo;Kec. Kuta Makmur;Kab. Aceh Utara;Prov. Aceh;5.032.682.500.000;96.996.065.100.000;5.5715278;95.3520984;Al-Azhar Cairo Islamic Preschool Banda Aceh;https://www.google.com/maps/place/Al-Azhar+Cairo+Islamic+Preschool+Banda+Aceh/@5.5715278,95.3520984,17z/data=!3m1!4b1!4m6!3m5!1s0x30403707a0d83a75:0x8fab5b72fc68dda1!8m2!3d5.5715278!4d95.3520984!16s%2Fg%2F1pzt9vg2n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69812356;KB AR-RAHMAN;PAUD Sederajat;GAMPONG BARO;Gampong Baro;Gampong Baro;Kec. Julok;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;4.1600987;96.1644515;KB-TK Ar Rahman Islamic School;https://www.google.com/maps/place/KB-TK+Ar+Rahman+Islamic+School/@4.1600987,96.1644515,17z/data=!3m1!4b1!4m6!3m5!1s0x303ec519a21a82bb:0x9d27f66f76ab7c0b!8m2!3d4.1600987!4d96.1644515!16s%2Fg%2F11shh98g4k?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70027993;KB BABUL HUDA;PAUD Sederajat;JL. KUALA TUHA LAMIE;-;Cot Mu;Kec. Tadu Raya;Kab. Nagan Raya;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69831927;Ampolu Indah;PAUD Sederajat;Pintu Air;-;Lubuk Ampolu;Kec. Badiri;Kab. Tapanuli Tengah;Prov. Sumatera Utara;0.000000000000;0.000000000000;1.4317523;98.8968786;Pasar Ampolu;https://www.google.com/maps/place/Pasar+Ampolu/@1.4317523,98.8968786,17z/data=!3m1!4b1!4m6!3m5!1s0x302ebf006a01cb69:0x98c719dd8acb5895!8m2!3d1.4317523!4d98.8968786!16s%2Fg%2F11w315_t69?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOS4wIKXMDSoASAFQAw%3D%3D;0
69828554;KB AISYIYAH THARIQUL JANNAH;PAUD Sederajat;JALAN BAKTI;MELUR;PERDAMAIAN;Kec. Kualasimpang;Kab. Aceh Tamiang;Prov. Aceh;4.283.900.000.000;98.061.700.000.000;4.2836159;98.0616994;Paud Aisyiyah Thoriqul Jannah;https://www.google.com/maps/place/Paud+Aisyiyah+Thoriqul+Jannah/@4.2836159,98.0616994,17z/data=!3m1!4b1!4m6!3m5!1s0x303775f146a5ebbd:0xb0bce07d94ee64dd!8m2!3d4.2836159!4d98.0616994!16s%2Fg%2F11lcc9k9lc?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69880532;KB Al - Khaira;PAUD Sederajat;Blang Bitra;MEUNASAH;BLANG BETRA;Kec. Peureulak;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;4.8197315;97.8901679;KB Al Khaira;https://www.google.com/maps/place/KB+Al+Khaira/@4.8197315,97.8901679,17z/data=!3m1!4b1!4m6!3m5!1s0x3037f1b1acc38113:0x88daa04b5cd610c1!8m2!3d4.8197315!4d97.8901679!16s%2Fg%2F11vjjc_qmk?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69798189;KB AL-HUSNA;PAUD Sederajat;Gampong Seuneubok Kecamatan NIsam Kabupaten Aceh Utara;Jaya Ilmu;Seuneubok;Kec. Nisam;Kab. Aceh Utara;Prov. Aceh;5.179.776.700.000;97.020.746.500.000;-8.0083549;112.6461017;KB/TK PAUD Al-Husna;https://www.google.com/maps/place/KB%2FTK+PAUD+Al-Husna/@-8.0083549,112.6461017,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd627ddb0157223:0x798292c16b4fe2be!8m2!3d-8.0083549!4d112.6461017!16s%2Fg%2F11b75pz2r4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOS4wIKXMDSoASAFQAw%3D%3D;0
69828481;KB AL-MARDIYAH;PAUD Sederajat;DUSUN SIMPANG TIGA KAMPUNG KALOY;Simpang Tiga;KALOY;Kec. Tamiang Hulu;Kab. Aceh Tamiang;Prov. Aceh;0.000000000000;0.000000000000;4.2561243;97.9674599;PAUD AL MARDIYAH;https://www.google.com/maps/place/PAUD+AL+MARDIYAH/@4.2561243,97.9674599,17z/data=!3m1!4b1!4m6!3m5!1s0x3037710e63ce3bab:0x334f795a62533b08!8m2!3d4.2561243!4d97.9674599!16s%2Fg%2F11w2_wqrvn?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69812542;KB AN - NUR;PAUD Sederajat;Gampong Beusa Baroh ;-;Beusa Baroh;Kec. Peureulak Barat;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69798208;KB AS-SYIFA;PAUD Sederajat;Gampong Tumpok Mesjid Kecamatan Paya Bakong Kabupaten Aceh Utara;Seuntang;Tumpok Mesjid;Kec. Paya Bakong;Kab. Aceh Utara;Prov. Aceh;5.009.424.000.000;97.253.598.000.000;5.0272643;97.3040031;PAUD AS-SYIFA;https://www.google.com/maps/place/PAUD+AS-SYIFA/@5.0272643,97.3040031,17z/data=!3m1!4b1!4m6!3m5!1s0x3047882dcbf92b9f:0xf9d8fd51a51f0d4a!8m2!3d5.0272643!4d97.3040031!16s%2Fg%2F11b6j86vqt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69968429;KB Bungong Kumba;PAUD Sederajat;Desa Alue Kumba KEc. Rantau Selamat Kab. Aceh Timur;Dusun Bukit Kuta;Alue Kumba;Kec. Rantau Selamat;Kab. Aceh Timur;Prov. Aceh;4.644.012.000.000;97.451.305.000.000;5.0777903;97.6370658;Paud Bungoeng Seukee;https://www.google.com/maps/place/Paud+Bungoeng+Seukee/@5.0777903,97.6370658,17z/data=!3m1!4b1!4m6!3m5!1s0x3047f9116602794b:0x1d4af15e6c3973e5!8m2!3d5.0777903!4d97.6370658!16s%2Fg%2F11vjhp_tfj?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69783321;ANANDA BHUMYAMCA;PAUD Sederajat;JL PERWIRA KOMP. MARINIR, PURAKA II;-;Puraka Ii;Kec. Sei Lepan;Kab. Langkat;Prov. Sumatera Utara;-5.443.757.000.000;114.421.127.000.000;;;;;2
69812428;ASASUN NAJAH;PAUD Sederajat;JLN PENDIDIKAN GAMPONG GRONG - GRONG;-;GRONG GRONG;Kec. Pante Beudari;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69776245;HARAPAN BANGSA;PAUD Sederajat;JL. PASAR GUDANG DUSUN I, CEMPA;DUSUN I;Cempa;Kec. Hinai;Kab. Langkat;Prov. Sumatera Utara;0.000000000000;0.000000000000;3.6062396;98.4468848;SMA Harapan Bangsa;https://www.google.com/maps/place/SMA+Harapan+Bangsa/@3.6062396,98.4468848,17z/data=!3m1!4b1!4m6!3m5!1s0x3030d666c0d267fb:0x57e2f8bbc0644755!8m2!3d3.6062396!4d98.4468848!16s%2Fg%2F1pzs24b40?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
K9990194;KARVATARY;Kursus;Jl. Krueng Panjoe - Bugak;-;Pulo Blang;Kec. Kuta Blang;Kab. Bireuen;Prov. Aceh;0.000000000000;0.000000000000;5.2021084;96.699349;Kabar Bireuen;https://www.google.com/maps/place/Kabar+Bireuen/@5.2021084,96.699349,17z/data=!3m1!4b1!4m6!3m5!1s0x4e3c7e620cd7e689:0x98434b3973359aa0!8m2!3d5.2021084!4d96.699349!16s%2Fg%2F11xc_qf6yc?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69940699;KB Agusen Musara;PAUD Sederajat;Jl. Blangkejeren - Kutacane;SINGAH MULE;Agusen;Kec. Blangkejeren;Kab. Gayo Lues;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69947294;KB AHKSANUL BUNAYYA;PAUD Sederajat;Jl. Bakti ABRI No. 15 Dusun Timur;DUSUN TIMUR;Blang Teue;Kec. Blang Mangat;Kota Lhokseumawe;Prov. Aceh;5.133.400.000.000;97.173.200.000.000;5.1888615;97.1317339;KB Bunayya;https://www.google.com/maps/place/KB+Bunayya/@5.1888615,97.1317339,17z/data=!3m1!4b1!4m6!3m5!1s0x30479d97e74c95c1:0xe40564820595add8!8m2!3d5.1888615!4d97.1317339!16s%2Fg%2F11ldhv000f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70049001;KB AHYATIN CERIA;PAUD Sederajat;Dusun Lancang;-;Seuneubok Aceh;Kec. Peureulak;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69916671;KB AINUL MARDHIAH;PAUD Sederajat;Gampong Paya Naden Kec. Madat;Simpang;Paya Naden;Kec. Madat;Kab. Aceh Timur;Prov. Aceh;-5.443.800.000.000;114.421.100.000.000;4.9248653;97.7866357;BKPSDM Kabupaten Aceh Timur;https://www.google.com/maps/place/BKPSDM+Kabupaten+Aceh+Timur/@4.9248653,97.7866357,17z/data=!3m1!4b1!4m6!3m5!1s0x3037f993553d7731:0xab9ba1ba47390594!8m2!3d4.9248653!4d97.7866357!16s%2Fg%2F11j8_f6nsl?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69798215;KB AISYAH BUSTANUL ATFAL;PAUD Sederajat;Gampong Kuta Lecamatan Lhoksukon Kabupaten Aceh Utara;CUT NYAK DHIEN;KELURAHAN KOTA LHOKSUKON;Kec. Lhoksukon;Kab. Aceh Utara;Prov. Aceh;0.000000000000;0.000000000000;5.1154212;97.4600834;TK AISYIYAH BUSTANUL ATHFAL( ABA);https://www.google.com/maps/place/TK+AISYIYAH+BUSTANUL+ATHFAL(+ABA)/@5.1154212,97.4600834,17z/data=!3m1!4b1!4m6!3m5!1s0x3047f34f270fe221:0x8446759c36553f5a!8m2!3d5.1154212!4d97.4600834!16s%2Fg%2F11l736_22k?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69991129;KB AL MUKMIN;PAUD Sederajat;Desa Paya Biek Kec. Peureulak Barat kab. Aceh Timur;-;Paya Biek;Kec. Peureulak Barat;Kab. Aceh Timur;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69940102;KB AL-ABRAAR;PAUD Sederajat;Gampong Alue Jamok Kecamatan Baktiya Kabupaten Aceh Utara;Tgk Ben Ibrahim;Alue Jamok;Kec. Baktiya;Kab. Aceh Utara;Prov. Aceh;-5.443.757.000.000;114.421.127.000.000;4.883588;97.4273195;TK Ashabulyamin;https://www.google.com/maps/place/TK+Ashabulyamin/@4.883588,97.4273195,17z/data=!3m1!4b1!4m6!3m5!1s0x30387325fe588cd1:0xcfb36dedb6c4045d!8m2!3d4.883588!4d97.4273195!16s%2Fg%2F11y1z6chg1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69831382;KB Al-Amin;PAUD Sederajat;Korong Kampuang Ladang;Kampung Ladang;ULAKAN;Kec. Ulakan Tapakis;Kab. Padang Pariaman;Prov. Sumatera Barat;0.000000000000;0.000000000000;;;;;2
69985276;KB AL-BAYYAN;PAUD Sederajat;Jl. Pasar Sayur;Gampong Kota;Lhokseumawe;Kec. Banda Sakti;Kota Lhokseumawe;Prov. Aceh;0.000000000000;0.000000000000;5.1751481;97.1525097;TK Al - Bayyan;https://www.google.com/maps/place/TK+Al+-+Bayyan/@5.1751481,97.1525097,17z/data=!3m1!4b1!4m6!3m5!1s0x3047837a97f830c7:0x563d82097e6b06fb!8m2!3d5.1751481!4d97.1525097!16s%2Fg%2F11js62cm5w?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70037516;KB AL-BIRRU NASYIATUL AISYIYAH;PAUD Sederajat;JL MALIKUL SALEH;-;MEUTIA;Kec. Langsa Kota;Kota Langsa;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
70003966;KB AL-QAYYUM;PAUD Sederajat;Dusun Ingin Jaya Gampong Keude Lapang Kecamatan Lapang;Suka maju;Keude Lapang;Kec. Lapang;Kab. Aceh Utara;Prov. Aceh;0.000000000000;0.000000000000;5.1913548;97.1292697;TKIT Bunayya;https://www.google.com/maps/place/TKIT+Bunayya/@5.1913548,97.1292697,17z/data=!3m1!4b1!4m6!3m5!1s0x30479d413a9f5d8d:0x3a1716f1855dabf8!8m2!3d5.1913548!4d97.1292697!16s%2Fg%2F11fqbvkz8y?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
70001144;KB Anugrah Desa Alur Buluh;PAUD Sederajat;Desa Alur Baru Kec. Babul Rahmah;Jaya;Alur Baru;Kec. Babul Rahmat;Kab. Aceh Tenggara;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69952631;KB AT - TAQWA;PAUD Sederajat;Desa Pelita Sagoup Jaya KEc. Indra Makmur;-;Pelita Sagup Jaya;Kec. Indra Makmur;Kab. Aceh Timur;Prov. Aceh;0.001100000000;0.000000000000;-6.1958211;106.8762291;KB TK Islam At Taqwa;https://www.google.com/maps/place/KB+TK+Islam+At+Taqwa/@-6.1958211,106.8762291,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f48d5a9d5229:0xbe754400026f1448!8m2!3d-6.1958211!4d106.8762291!16s%2Fg%2F1tf45kjr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69820197;KB BOH HATE KAMOE;PAUD Sederajat;KUALA TUHA-LAMIE;Lueng Keubeu Jagat;Lueng Keube Jagat;Kec. Tripa Makmur;Kab. Nagan Raya;Prov. Aceh;0.000000000000;0.000000000000;;;;;2
69793294;AL-FURQAN PEDULI;PAUD Sederajat;Jln. Air Panas Dusun Kaloy Desa Kaloy;-;Kaloy;Kec. Tamiang Hulu;Kab. Aceh Tamiang;Prov. Aceh;0.000000000000;0.000000000000;4.2834666;98.0592343;Masjid Al - Furqan;https://www.google.com/maps/place/Masjid+Al+-+Furqan/@4.2834666,98.0592343,17z/data=!3m1!4b1!4m6!3m5!1s0x3037741024614ba3:0xb5bb714add497317!8m2!3d4.2834666!4d98.0592343!16s%2Fg%2F11bzs2kkfk?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
K5667929;Dwi lestari college;Kursus;Kampung Jambak;JAMBAK;KAPEH PANJI JAYA TALAOK;Kec. Bayang;Kab. Pesisir Selatan;Prov. Sumatera Barat;0.000000000000;0.000000000000;-1.2542723;100.5168644;Lembaga Kursus Pelatihan Dwi Lestari College;https://www.google.com/maps/place/Lembaga+Kursus+Pelatihan+Dwi+Lestari+College/@-1.2542723,100.5168644,17z/data=!3m1!4b1!4m6!3m5!1s0x2e2cacbc4b2bfc45:0x6a1ebc5148c55736!8m2!3d-1.2542723!4d100.5168644!16s%2Fg%2F1pzr_73fg?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
69907087;KB AL HIDAYAH;PAUD Sederajat;Jl. Asan Tujoh;NELAYAN;Mesjid Meuraksa;Kec. Blang Mangat;Kota Lhokseumawe;Prov. Aceh;5.142.846.000.000;97.162.845.000.000;5.14406;97.1622471;PAUD AL HIDAYAH MEURAKSA;https://www.google.com/maps/place/PAUD+AL+HIDAYAH+MEURAKSA/@5.14406,97.1622471,17z/data=!3m1!4b1!4m6!3m5!1s0x304783e521d28439:0x946051f9065973e5!8m2!3d5.14406!4d97.1622471!16s%2Fg%2F11rxpfsbl_?entry=ttu&g_ep=EgoyMDI2MDIwOC4wIKXMDSoASAFQAw%3D%3D;0
